chr10_1	chr10_1	saccharide	RHC10H1G2071.2;RHC10H1G2072.2;RHC10H1G2073.2;RHC10H1G2074.2;RHC10H1G2075.2;RHC10H1G2076.2;RHC10H1G2077.2;RHC10H1G2078.2;RHC10H1G2079.2;RHC10H1G2080.2;RHC10H1G2081.2;RHC10H1G2082.2;RHC10H1G2083.2;RHC10H1G2084.2;RHC10H1G2085.2;RHC10H1G2086.2;RHC10H1G2087.2;RHC10H1G2088.2;RHC10H1G2089.2;RHC10H1G2090.2;RHC10H1G2091.2;RHC10H1G2092.2;RHC10H1G2093.2;RHC10H1G2094.2	RHC10H1G2071.2;RHC10H1G2072.2;RHC10H1G2073.2;RHC10H1G2074.2;RHC10H1G2075.2;RHC10H1G2076.2;RHC10H1G2077.2;RHC10H1G2078.2;RHC10H1G2079.2;RHC10H1G2080.2;RHC10H1G2081.2;RHC10H1G2082.2;RHC10H1G2083.2;RHC10H1G2084.2;RHC10H1G2085.2;RHC10H1G2086.2;RHC10H1G2087.2;RHC10H1G2088.2;RHC10H1G2089.2;RHC10H1G2090.2;RHC10H1G2091.2;RHC10H1G2092.2;RHC10H1G2093.2;RHC10H1G2094.2
chr7_2	chr7_2	putative	RHC07H2G1350.2;RHC07H2G1351.2;RHC07H2G1352.2;RHC07H2G1353.2;RHC07H2G1354.2;RHC07H2G1355.2;RHC07H2G1356.2;RHC07H2G1357.2;RHC07H2G1358.2;RHC07H2G1359.2;RHC07H2G1360.2;RHC07H2G1361.2;RHC07H2G1362.2;RHC07H2G1363.2;RHC07H2G1364.2;RHC07H2G1365.2;RHC07H2G1366.2;RHC07H2G1367.2;RHC07H2G1368.2;RHC07H2G1369.2;RHC07H2G1370.2;RHC07H2G1371.2;RHC07H2G1372.2;RHC07H2G1373.2	RHC07H2G1350.2;RHC07H2G1351.2;RHC07H2G1352.2;RHC07H2G1353.2;RHC07H2G1354.2;RHC07H2G1355.2;RHC07H2G1356.2;RHC07H2G1357.2;RHC07H2G1358.2;RHC07H2G1359.2;RHC07H2G1360.2;RHC07H2G1361.2;RHC07H2G1362.2;RHC07H2G1363.2;RHC07H2G1364.2;RHC07H2G1365.2;RHC07H2G1366.2;RHC07H2G1367.2;RHC07H2G1368.2;RHC07H2G1369.2;RHC07H2G1370.2;RHC07H2G1371.2;RHC07H2G1372.2;RHC07H2G1373.2
chr8_1	chr8_1	saccharide	RHC08H1G0503.2;RHC08H1G0504.2;RHC08H1G0505.2;RHC08H1G0506.2;RHC08H1G0507.2;RHC08H1G0508.2;RHC08H1G0509.2;RHC08H1G0510.2	RHC08H1G0503.2;RHC08H1G0504.2;RHC08H1G0505.2;RHC08H1G0506.2;RHC08H1G0507.2;RHC08H1G0508.2;RHC08H1G0509.2;RHC08H1G0510.2
chr8_1	chr8_1	alkaloid	RHC08H1G2161.2;RHC08H1G2162.2;RHC08H1G2163.2;RHC08H1G2164.2;RHC08H1G2165.2;RHC08H1G2166.2;RHC08H1G2167.2;RHC08H1G2168.2;RHC08H1G2169.2;RHC08H1G2170.2;RHC08H1G2171.2;RHC08H1G2172.2;RHC08H1G2173.2;RHC08H1G2174.2;RHC08H1G2175.2;RHC08H1G2176.2;RHC08H1G2177.2;RHC08H1G2178.2;RHC08H1G2179.2;RHC08H1G2180.2;RHC08H1G2181.2;RHC08H1G2182.2	RHC08H1G2161.2;RHC08H1G2162.2;RHC08H1G2163.2;RHC08H1G2164.2;RHC08H1G2165.2;RHC08H1G2166.2;RHC08H1G2167.2;RHC08H1G2168.2;RHC08H1G2169.2;RHC08H1G2170.2;RHC08H1G2171.2;RHC08H1G2172.2;RHC08H1G2173.2;RHC08H1G2174.2;RHC08H1G2175.2;RHC08H1G2176.2;RHC08H1G2177.2;RHC08H1G2178.2;RHC08H1G2179.2;RHC08H1G2180.2;RHC08H1G2181.2;RHC08H1G2182.2
chr8_2	chr8_2	terpene	RHC08H2G0267.2;RHC08H2G0268.2;RHC08H2G0269.2;RHC08H2G0270.2;RHC08H2G0271.2;RHC08H2G0272.2;RHC08H2G0273.2;RHC08H2G0274.2;RHC08H2G0275.2;RHC08H2G0276.2;RHC08H2G0277.2;RHC08H2G0278.2;RHC08H2G0279.2;RHC08H2G0280.2	RHC08H2G0267.2;RHC08H2G0268.2;RHC08H2G0269.2;RHC08H2G0270.2;RHC08H2G0271.2;RHC08H2G0272.2;RHC08H2G0273.2;RHC08H2G0274.2;RHC08H2G0275.2;RHC08H2G0276.2;RHC08H2G0277.2;RHC08H2G0278.2;RHC08H2G0279.2;RHC08H2G0280.2
chr8_2	chr8_2	terpene	RHC08H2G0378.2;RHC08H2G0379.2;RHC08H2G0380.2;RHC08H2G0381.2;RHC08H2G0382.2;RHC08H2G0383.2;RHC08H2G0384.2;RHC08H2G0385.2;RHC08H2G0386.2;RHC08H2G0387.2;RHC08H2G0388.2;RHC08H2G0389.2;RHC08H2G0390.2;RHC08H2G0391.2;RHC08H2G0392.2	RHC08H2G0378.2;RHC08H2G0379.2;RHC08H2G0380.2;RHC08H2G0381.2;RHC08H2G0382.2;RHC08H2G0383.2;RHC08H2G0384.2;RHC08H2G0385.2;RHC08H2G0386.2;RHC08H2G0387.2;RHC08H2G0388.2;RHC08H2G0389.2;RHC08H2G0390.2;RHC08H2G0391.2;RHC08H2G0392.2
chr8_2	chr8_2	putative	RHC08H2G1901.2;RHC08H2G1902.2;RHC08H2G1903.2;RHC08H2G1904.2;RHC08H2G1905.2;RHC08H2G1906.2;RHC08H2G1907.2;RHC08H2G1908.2;RHC08H2G1909.2;RHC08H2G1910.2;RHC08H2G1911.2;RHC08H2G1912.2;RHC08H2G1913.2;RHC08H2G1914.2	RHC08H2G1901.2;RHC08H2G1902.2;RHC08H2G1903.2;RHC08H2G1904.2;RHC08H2G1905.2;RHC08H2G1906.2;RHC08H2G1907.2;RHC08H2G1908.2;RHC08H2G1909.2;RHC08H2G1910.2;RHC08H2G1911.2;RHC08H2G1912.2;RHC08H2G1913.2;RHC08H2G1914.2
chr8_2	chr8_2	alkaloid	RHC08H2G2192.2;RHC08H2G2193.2;RHC08H2G2194.2;RHC08H2G2195.2;RHC08H2G2196.2;RHC08H2G2197.2;RHC08H2G2198.2;RHC08H2G2199.2;RHC08H2G2200.2;RHC08H2G2201.2	RHC08H2G2192.2;RHC08H2G2193.2;RHC08H2G2194.2;RHC08H2G2195.2;RHC08H2G2196.2;RHC08H2G2197.2;RHC08H2G2198.2;RHC08H2G2199.2;RHC08H2G2200.2;RHC08H2G2201.2
chr8_2	chr8_2	cyclopeptide	RHC08H2G2731.2;RHC08H2G2732.2;RHC08H2G2733.2;RHC08H2G2734.2;RHC08H2G2735.2;RHC08H2G2736.2;RHC08H2G2737.2;RHC08H2G2738.2;RHC08H2G2739.2;RHC08H2G2740.2;RHC08H2G2741.2;RHC08H2G2742.2;RHC08H2G2743.2;RHC08H2G2744.2;RHC08H2G2745.2;RHC08H2G2746.2;RHC08H2G2747.2;RHC08H2G2748.2;RHC08H2G2749.2;RHC08H2G2750.2;RHC08H2G2751.2;RHC08H2G2752.2;RHC08H2G2753.2;RHC08H2G2754.2;RHC08H2G2755.2;RHC08H2G2756.2;RHC08H2G2757.2	RHC08H2G2731.2;RHC08H2G2732.2;RHC08H2G2733.2;RHC08H2G2734.2;RHC08H2G2735.2;RHC08H2G2736.2;RHC08H2G2737.2;RHC08H2G2738.2;RHC08H2G2739.2;RHC08H2G2740.2;RHC08H2G2741.2;RHC08H2G2742.2;RHC08H2G2743.2;RHC08H2G2744.2;RHC08H2G2745.2;RHC08H2G2746.2;RHC08H2G2747.2;RHC08H2G2748.2;RHC08H2G2749.2;RHC08H2G2750.2;RHC08H2G2751.2;RHC08H2G2752.2;RHC08H2G2753.2;RHC08H2G2754.2;RHC08H2G2755.2;RHC08H2G2756.2;RHC08H2G2757.2
chr9_1	chr9_1	saccharide	RHC09H1G2534.2;RHC09H1G2535.2;RHC09H1G2536.2;RHC09H1G2537.2;RHC09H1G2538.2;RHC09H1G2539.2;RHC09H1G2540.2	RHC09H1G2534.2;RHC09H1G2535.2;RHC09H1G2536.2;RHC09H1G2537.2;RHC09H1G2538.2;RHC09H1G2539.2;RHC09H1G2540.2
chr9_1	chr9_1	saccharide	RHC09H1G2546.2;RHC09H1G2547.2;RHC09H1G2548.2;RHC09H1G2549.2;RHC09H1G2550.2;RHC09H1G2551.2;RHC09H1G2552.2;RHC09H1G2553.2;RHC09H1G2554.2;RHC09H1G2555.2;RHC09H1G2556.2;RHC09H1G2557.2;RHC09H1G2558.2;RHC09H1G2559.2;RHC09H1G2560.2;RHC09H1G2561.2;RHC09H1G2562.2;RHC09H1G2563.2;RHC09H1G2564.2;RHC09H1G2565.2;RHC09H1G2566.2	RHC09H1G2546.2;RHC09H1G2547.2;RHC09H1G2548.2;RHC09H1G2549.2;RHC09H1G2550.2;RHC09H1G2551.2;RHC09H1G2552.2;RHC09H1G2553.2;RHC09H1G2554.2;RHC09H1G2555.2;RHC09H1G2556.2;RHC09H1G2557.2;RHC09H1G2558.2;RHC09H1G2559.2;RHC09H1G2560.2;RHC09H1G2561.2;RHC09H1G2562.2;RHC09H1G2563.2;RHC09H1G2564.2;RHC09H1G2565.2;RHC09H1G2566.2
chr9_1	chr9_1	polyketide	RHC09H1G2759.2;RHC09H1G2760.2;RHC09H1G2761.2;RHC09H1G2762.2;RHC09H1G2763.2;RHC09H1G2764.2;RHC09H1G2765.2;RHC09H1G2766.2;RHC09H1G2767.2;RHC09H1G2768.2	RHC09H1G2759.2;RHC09H1G2760.2;RHC09H1G2761.2;RHC09H1G2762.2;RHC09H1G2763.2;RHC09H1G2764.2;RHC09H1G2765.2;RHC09H1G2766.2;RHC09H1G2767.2;RHC09H1G2768.2
chr9_1	chr9_1	saccharide-terpene	RHC09H1G2887.2;RHC09H1G2888.2;RHC09H1G2889.2;RHC09H1G2890.2;RHC09H1G2891.2;RHC09H1G2892.2;RHC09H1G2893.2;RHC09H1G2894.2;RHC09H1G2895.2;RHC09H1G2896.2;RHC09H1G2897.2;RHC09H1G2898.2;RHC09H1G2899.2;RHC09H1G2900.2;RHC09H1G2901.2;RHC09H1G2902.2;RHC09H1G2903.2;RHC09H1G2904.2;RHC09H1G2905.2;RHC09H1G2906.2;RHC09H1G2907.2;RHC09H1G2908.2;RHC09H1G2909.2;RHC09H1G2910.2;RHC09H1G2911.2;RHC09H1G2912.2;RHC09H1G2913.2;RHC09H1G2914.2;RHC09H1G2915.2;RHC09H1G2916.2;RHC09H1G2917.2;RHC09H1G2918.2;RHC09H1G2919.2;RHC09H1G2920.2	RHC09H1G2887.2;RHC09H1G2888.2;RHC09H1G2889.2;RHC09H1G2890.2;RHC09H1G2891.2;RHC09H1G2892.2;RHC09H1G2893.2;RHC09H1G2894.2;RHC09H1G2895.2;RHC09H1G2896.2;RHC09H1G2897.2;RHC09H1G2898.2;RHC09H1G2899.2;RHC09H1G2900.2;RHC09H1G2901.2;RHC09H1G2902.2;RHC09H1G2903.2;RHC09H1G2904.2;RHC09H1G2905.2;RHC09H1G2906.2;RHC09H1G2907.2;RHC09H1G2908.2;RHC09H1G2909.2;RHC09H1G2910.2;RHC09H1G2911.2;RHC09H1G2912.2;RHC09H1G2913.2;RHC09H1G2914.2;RHC09H1G2915.2;RHC09H1G2916.2;RHC09H1G2917.2;RHC09H1G2918.2;RHC09H1G2919.2;RHC09H1G2920.2
chr9_1	chr9_1	saccharide	RHC09H1G2956.2;RHC09H1G2957.2;RHC09H1G2958.2;RHC09H1G2959.2;RHC09H1G2960.2;RHC09H1G2961.2;RHC09H1G2962.2;RHC09H1G2963.2;RHC09H1G2964.2;RHC09H1G2965.2;RHC09H1G2966.2;RHC09H1G2967.2;RHC09H1G2968.2;RHC09H1G2969.2;RHC09H1G2970.2;RHC09H1G2971.2;RHC09H1G2972.2;RHC09H1G2973.2;RHC09H1G2974.2;RHC09H1G2975.2	RHC09H1G2956.2;RHC09H1G2957.2;RHC09H1G2958.2;RHC09H1G2959.2;RHC09H1G2960.2;RHC09H1G2961.2;RHC09H1G2962.2;RHC09H1G2963.2;RHC09H1G2964.2;RHC09H1G2965.2;RHC09H1G2966.2;RHC09H1G2967.2;RHC09H1G2968.2;RHC09H1G2969.2;RHC09H1G2970.2;RHC09H1G2971.2;RHC09H1G2972.2;RHC09H1G2973.2;RHC09H1G2974.2;RHC09H1G2975.2
chr9_2	chr9_2	alkaloid	RHC09H2G0121.2;RHC09H2G0122.2;RHC09H2G0123.2;RHC09H2G0124.2;RHC09H2G0125.2;RHC09H2G0126.2;RHC09H2G0127.2;RHC09H2G0128.2;RHC09H2G0129.2;RHC09H2G0130.2;RHC09H2G0131.2;RHC09H2G0132.2;RHC09H2G0133.2	RHC09H2G0121.2;RHC09H2G0122.2;RHC09H2G0123.2;RHC09H2G0124.2;RHC09H2G0125.2;RHC09H2G0126.2;RHC09H2G0127.2;RHC09H2G0128.2;RHC09H2G0129.2;RHC09H2G0130.2;RHC09H2G0131.2;RHC09H2G0132.2;RHC09H2G0133.2
chr9_2	chr9_2	saccharide	RHC09H2G2687.2;RHC09H2G2688.2;RHC09H2G2689.2;RHC09H2G2690.2;RHC09H2G2691.2;RHC09H2G2692.2;RHC09H2G2693.2	RHC09H2G2687.2;RHC09H2G2688.2;RHC09H2G2689.2;RHC09H2G2690.2;RHC09H2G2691.2;RHC09H2G2692.2;RHC09H2G2693.2
chr9_2	chr9_2	saccharide	RHC09H2G2701.2;RHC09H2G2702.2;RHC09H2G2703.2;RHC09H2G2704.2;RHC09H2G2705.2;RHC09H2G2706.2;RHC09H2G2707.2;RHC09H2G2708.2;RHC09H2G2709.2;RHC09H2G2710.2;RHC09H2G2711.2;RHC09H2G2712.2;RHC09H2G2713.2;RHC09H2G2714.2;RHC09H2G2715.2;RHC09H2G2716.2;RHC09H2G2717.2;RHC09H2G2718.2;RHC09H2G2719.2	RHC09H2G2701.2;RHC09H2G2702.2;RHC09H2G2703.2;RHC09H2G2704.2;RHC09H2G2705.2;RHC09H2G2706.2;RHC09H2G2707.2;RHC09H2G2708.2;RHC09H2G2709.2;RHC09H2G2710.2;RHC09H2G2711.2;RHC09H2G2712.2;RHC09H2G2713.2;RHC09H2G2714.2;RHC09H2G2715.2;RHC09H2G2716.2;RHC09H2G2717.2;RHC09H2G2718.2;RHC09H2G2719.2
chr9_2	chr9_2	polyketide	RHC09H2G2854.2;RHC09H2G2855.2;RHC09H2G2856.2;RHC09H2G2857.2;RHC09H2G2858.2;RHC09H2G2859.2;RHC09H2G2860.2;RHC09H2G2861.2	RHC09H2G2854.2;RHC09H2G2855.2;RHC09H2G2856.2;RHC09H2G2857.2;RHC09H2G2858.2;RHC09H2G2859.2;RHC09H2G2860.2;RHC09H2G2861.2
chr9_2	chr9_2	polyketide	RHC09H2G2904.2;RHC09H2G2905.2;RHC09H2G2906.2;RHC09H2G2907.2;RHC09H2G2908.2;RHC09H2G2909.2;RHC09H2G2910.2;RHC09H2G2911.2	RHC09H2G2904.2;RHC09H2G2905.2;RHC09H2G2906.2;RHC09H2G2907.2;RHC09H2G2908.2;RHC09H2G2909.2;RHC09H2G2910.2;RHC09H2G2911.2
chr9_2	chr9_2	saccharide	RHC09H2G2978.2;RHC09H2G2979.2;RHC09H2G2980.2;RHC09H2G2981.2;RHC09H2G2982.2;RHC09H2G2983.2;RHC09H2G2984.2;RHC09H2G2985.2;RHC09H2G2986.2;RHC09H2G2987.2;RHC09H2G2988.2;RHC09H2G2989.2;RHC09H2G2990.2;RHC09H2G2991.2;RHC09H2G2992.2;RHC09H2G2993.2	RHC09H2G2978.2;RHC09H2G2979.2;RHC09H2G2980.2;RHC09H2G2981.2;RHC09H2G2982.2;RHC09H2G2983.2;RHC09H2G2984.2;RHC09H2G2985.2;RHC09H2G2986.2;RHC09H2G2987.2;RHC09H2G2988.2;RHC09H2G2989.2;RHC09H2G2990.2;RHC09H2G2991.2;RHC09H2G2992.2;RHC09H2G2993.2
chr9_2	chr9_2	saccharide-terpene	RHC09H2G3020.2;RHC09H2G3021.2;RHC09H2G3022.2;RHC09H2G3023.2;RHC09H2G3024.2;RHC09H2G3025.2;RHC09H2G3026.2;RHC09H2G3027.2;RHC09H2G3028.2;RHC09H2G3029.2;RHC09H2G3030.2;RHC09H2G3031.2;RHC09H2G3032.2;RHC09H2G3033.2;RHC09H2G3034.2;RHC09H2G3035.2;RHC09H2G3036.2;RHC09H2G3037.2;RHC09H2G3038.2;RHC09H2G3039.2	RHC09H2G3020.2;RHC09H2G3021.2;RHC09H2G3022.2;RHC09H2G3023.2;RHC09H2G3024.2;RHC09H2G3025.2;RHC09H2G3026.2;RHC09H2G3027.2;RHC09H2G3028.2;RHC09H2G3029.2;RHC09H2G3030.2;RHC09H2G3031.2;RHC09H2G3032.2;RHC09H2G3033.2;RHC09H2G3034.2;RHC09H2G3035.2;RHC09H2G3036.2;RHC09H2G3037.2;RHC09H2G3038.2;RHC09H2G3039.2
chr9_2	chr9_2	saccharide	RHC09H2G3086.2;RHC09H2G3087.2;RHC09H2G3088.2;RHC09H2G3089.2;RHC09H2G3090.2;RHC09H2G3091.2;RHC09H2G3092.2;RHC09H2G3093.2;RHC09H2G3094.2;RHC09H2G3095.2;RHC09H2G3096.2;RHC09H2G3097.2;RHC09H2G3098.2;RHC09H2G3099.2;RHC09H2G3100.2;RHC09H2G3101.2;RHC09H2G3102.2;RHC09H2G3103.2;RHC09H2G3104.2	RHC09H2G3086.2;RHC09H2G3087.2;RHC09H2G3088.2;RHC09H2G3089.2;RHC09H2G3090.2;RHC09H2G3091.2;RHC09H2G3092.2;RHC09H2G3093.2;RHC09H2G3094.2;RHC09H2G3095.2;RHC09H2G3096.2;RHC09H2G3097.2;RHC09H2G3098.2;RHC09H2G3099.2;RHC09H2G3100.2;RHC09H2G3101.2;RHC09H2G3102.2;RHC09H2G3103.2;RHC09H2G3104.2
